"Age","MonthlySalary","TotalAsset","TotalRequired","NumberInstallments","Risk"
7,9868,816007,230213,309,100
100,8541,23195,350255,37,100
1,2494,854107,250842,193,100
83,2948,797720,165543,313,45.7059696473625
45,7780,199731,142471,118,24.7114851443452
40,16563,487166,152145,257,10.4761904761905
51,5475,84503,206261,41,100
40,12496,680356,183154,237,10.4761904761905
21,3478,963633,336549,90,100
97,1691,683534,1598,132,100
5,15788,672197,131167,230,100
11,4382,543530,99581,199,100
72,15432,396976,326411,278,25.7142857142857
62,7902,686213,323232,334,27.0682358182358
3,4921,579066,64569,148,100
11,1268,679262,58587,31,100
89,2783,743132,115785,148,100
6,9308,626981,330387,50,100
63,17755,620126,383486,323,21.4285714285714
91,18066,142861,258072,186,100
40,15834,67954,214644,345,33.2565461659217
79,3981,490669,52118,121,31.5725944240085
76,2858,698664,208007,301,47.1666589975108
100,8808,40879,6136,83,100
49,17693,626443,318265,206,14.7619047619048
69,11350,630397,14537,275,24.2857142857143
12,8262,602437,331883,213,100
57,7662,259490,128416,37,100
63,8240,523305,389722,331,31.4338230352723
53,17855,277712,96716,274,16.6666666666667
15,805,818144,43412,67,100
71,440,748955,13975,190,38.631058863617
23,4513,713022,12644,237,2.38095238095237
46,13787,290781,340469,145,31.9591602563914
75,2668,711833,100664,36,100
18,12985,811965,179269,240,100
94,18159,635692,241155,296,100
90,10060,295712,148278,117,100
25,9994,527092,52354,354,3.33333333333333
71,17295,634391,32541,36,25.2380952380952
85,14315,653529,330805,180,39.274158780061
98,14440,579816,390829,105,100
61,9747,360476,200105,115,35.1375765818184
6,4357,325147,372983,48,100
27,3723,362380,208879,317,18.7853209160282
33,5988,14838,334247,267,56.3855229957544
52,1582,352654,82510,193,100
68,9667,702885,389827,128,100
35,12757,10835,65089,313,35.8797587771761
58,10885,968545,350935,311,20.226517324128
20,19291,398866,264040,133,1.89538201282635
88,13457,966822,109930,12,100
62,4979,986103,356743,23,100
11,19121,237348,361970,293,100
38,2764,264703,101180,234,21.5493745234801
13,15082,835390,143908,263,100
45,3339,821794,13141,143,12.8571428571428
11,126,162722,271127,317,100
51,12638,766537,27780,293,15.7142857142857
87,18876,924103,50316,237,32.8571428571428
89,11852,978548,272950,141,100
56,3096,44011,191685,90,100
72,2205,659864,166194,270,100
51,2014,417276,241686,114,100
14,8353,167372,384643,205,100
43,7285,449012,11808,111,11.9047619047619
14,16900,734894,285284,244,100
52,7068,478051,138545,164,21.635109101564
63,9152,430902,373380,320,28.6166014962415
74,17104,677811,319870,147,33.7988557851627
71,17753,912523,114094,8,100
51,2828,188619,299547,324,100
4,5814,801863,74178,242,100
76,6376,670185,170370,115,46.6063497653566
28,6520,398084,61918,240,4.76190476190476
91,8130,809545,318682,202,100
10,14470,788849,62176,272,100
93,10766,297411,155175,360,100
11,17482,536993,107628,233,100
27,7740,865568,76962,54,19.5166074537712
20,12527,623302,63191,66,0.952380952380963
41,16299,894180,391725,101,30.277596345833
39,962,339037,206483,268,100
14,12260,490403,284341,41,100
71,1242,931177,218639,214,100
40,9149,363844,196917,189,14.5389681947216
5,167,792311,164957,321,100
40,7127,103335,245908,65,100
73,8870,691937,140522,197,26.1904761904762
57,16684,909698,39309,129,18.5714285714286
29,846,426497,189489,179,100
46,16526,687173,234699,127,16.8582453838036
20,16798,249361,393347,269,13.1541603820787
56,3202,314440,362227,191,100
42,18980,740989,326941,91,27.1524074316015
53,772,683330,208402,132,100
13,2922,791275,50174,145,100
40,1609,338884,79325,205,29.9490342623025
98,840,230824,10105,181,100
77,16610,400377,371454,11,100
57,11202,192179,43894,241,18.5714285714286
97,16975,854697,134636,86,100
22,13183,217665,257174,261,7.02567874187089
66,15656,106177,203139,74,53.0903985753128
26,18740,98076,74669,306,3.80952380952381
21,10081,462746,182363,84,19.2835456649388
26,3501,425478,243411,324,21.6091302365136
49,16176,476811,120952,71,16.4436738383428
48,13817,802095,253338,63,100
27,10207,658848,127685,220,4.28571428571429
63,9417,605905,250230,159,34.8162147966728
71,14864,592295,288640,159,31.2781913208743
87,16418,62799,329650,219,59.8404079362672
75,6834,535386,344816,297,40.8551172081287
43,13987,26947,322327,51,100
86,13297,224038,349182,68,100
88,6228,928225,300675,12,100
78,17476,344962,31572,71,28.5714285714286
54,4173,393159,135748,172,32.8514740899454
69,12416,952241,167755,153,24.2857142857143
37,18340,588599,197652,256,9.04761904761905
68,6348,257349,184192,104,100
80,7961,928818,252554,286,32.8061966568583
21,19716,748723,181257,74,7.9310513327958
28,12327,412735,114003,49,20.4342116310223
93,14952,971067,352801,18,100
38,7533,785158,47216,351,9.52380952380952
78,12752,880239,383164,280,30.8426927472558
80,17799,326210,115102,261,29.5238095238095
4,2025,766425,268679,264,100
77,5711,943380,379011,138,100
61,6175,184073,310746,326,45.8038428568057
3,14287,637516,206286,250,100
27,16389,610786,66020,251,4.28571428571429
55,3239,113748,201562,264,51.3334713034061
49,6192,631377,253037,342,20.198606377347
83,5580,556087,30724,64,30.9523809523809
11,17978,925095,326794,176,100
40,4140,231956,375817,21,100
85,4644,386925,253320,190,100
2,8779,870009,372301,196,100
40,10971,82773,306153,195,44.8379311744688
30,11041,86293,58241,133,5.71428571428571
83,18218,419114,266601,221,30.9523809523809
30,2850,952034,9613,314,5.71428571428571
55,11047,843551,12261,109,17.6190476190476
13,19149,224612,210451,244,100
13,6143,790728,233466,149,100
85,12565,233538,277370,159,46.4964024330574
78,14334,957080,110095,341,28.5714285714286
47,5503,479200,392900,193,100
93,14747,322132,54344,336,100
52,3274,438352,8842,25,18.6672913906572
13,16474,392157,393515,207,100
53,19608,873724,206173,70,27.8089274541283
45,18520,621882,82302,183,12.8571428571428
29,4191,233432,267908,100,100
43,1966,60495,388732,143,100
99,19216,651973,252297,44,100
85,18514,125503,315614,181,51.983191040774
53,15805,259649,145792,263,16.6666666666667
33,8472,126889,348084,194,45.9191486893421
30,16863,358446,164077,161,5.71428571428571
8,17133,515308,376214,161,100
70,6011,652099,222131,270,33.7406905534722
43,9009,150911,114471,252,11.9047619047619
86,10678,34889,208117,21,100
87,2455,13075,287565,60,100
84,15749,666214,45195,120,31.4285714285714
34,6914,777468,183510,139,23.4956392670959
81,8975,345956,90870,274,30
27,15968,209351,378598,172,28.3389669001849
93,2214,424033,291964,246,100
74,4136,271984,45402,119,26.6666666666667
38,3826,24111,246020,208,100
69,5551,438120,297235,284,39.9396132769726
45,2059,105660,61734,300,12.8571428571428
16,1565,665295,183546,360,100
53,19756,310698,198758,127,16.6666666666667
45,3254,926054,124495,136,100
85,5890,253953,172969,160,47.0768447635401
72,11451,848762,335697,329,25.7142857142857
28,3018,185493,275411,336,100
35,11678,71326,46941,240,8.09523809523809
89,16216,375613,190057,209,100
95,183,636403,10686,149,100
57,3711,393067,361632,214,100
38,465,233647,336836,68,100
51,9954,548030,246464,292,15.7142857142857
84,14307,368064,129896,301,31.4285714285714
59,16528,90865,72375,173,19.5238095238095
65,9634,237747,199995,107,38.5332228543809
94,14411,677484,132834,54,100
98,10752,632987,376205,360,100
72,1452,774567,103906,53,100
9,7262,959317,361824,274,100
46,9190,280029,377276,99,100
55,1199,996196,252788,20,100
71,6111,220752,178173,260,28.8463860565694
88,12547,959594,198603,231,100
20,11715,720026,176158,19,100
53,13154,430597,215910,296,16.6666666666667
13,10156,525164,350741,91,100
70,14369,641967,236540,177,24.7619047619048
4,10805,561265,25768,185,100
3,9715,21957,190592,299,100
45,8730,776209,309828,311,16.9803983408306
72,17964,396762,212302,74,38.1758420506996
19,8974,224294,317123,224,22.4376376118445
5,10645,677065,60161,55,100
27,13877,497103,247834,285,4.28571428571429
67,11161,532142,270113,326,23.3333333333333
36,15836,240622,235624,336,8.57142857142857
46,1898,423190,59749,95,100
71,5982,336068,108754,52,100
48,5489,627609,364337,312,31.9506966143459
76,14756,832422,243478,215,27.6190476190476
61,17801,243516,311648,299,27.7634718534708
68,4652,920031,135192,136,41.5435120139541
10,12349,268410,175540,238,100
93,18505,607880,129667,168,100
44,17219,926879,359694,21,100
38,10245,894806,320248,9,100
21,5279,293067,82683,203,1.42857142857143
68,17789,959071,219921,73,37.4600771142711
55,10395,754676,35523,252,17.6190476190476
44,15312,935561,302020,182,14.957117314842
70,15301,455000,278764,192,24.7619047619048
68,7897,937653,109435,52,100
97,9402,254774,387276,312,100
64,14682,773546,332488,18,100
50,9801,584894,280784,96,100
51,1846,197604,100815,253,33.6055386693685
69,15907,480,168677,86,63.8235686859388
6,7899,235308,7543,206,100
31,17669,277129,222389,162,6.19047619047619
41,11052,804646,345046,124,100
93,11554,984093,127112,281,100
76,3025,279707,370231,162,100
81,7917,962476,312085,22,100
16,13500,626105,277908,184,100
72,219,946694,253872,40,100
81,6144,733942,295709,162,100
69,18136,68553,315324,60,100
33,19703,605541,315667,218,7.14285714285715
83,16915,393777,76651,294,30.9523809523809
13,17216,643808,307630,80,100
44,12512,338220,359004,245,19.181619411589
68,4783,240420,207965,328,31.9972156486955
95,17403,682069,207455,3,100
76,11003,148523,52484,88,27.6190476190476
23,11508,233651,170507,64,21.315815270257
51,17674,767150,118647,280,15.7142857142857
66,19528,153477,46452,272,22.8571428571429
32,7358,116821,102012,7,100
2,7468,147895,394421,37,100
48,790,734177,310222,47,100
87,10947,902469,50457,341,32.8571428571428
64,15387,92873,100251,161,24.3579377666818
58,3901,892078,182544,117,100
16,5735,803358,271240,48,100
55,4180,126322,213698,145,100
98,7389,550377,235977,216,100
26,7639,501765,340450,319,13.2838372182476
10,5736,483492,324612,208,100
47,7781,427352,214216,210,21.7166518173913
78,347,824914,388800,311,100
31,18867,457294,42020,27,6.19047619047619
58,4614,617593,371808,264,100
74,8794,904709,121005,159,26.6666666666667
18,9749,28481,256945,286,100
50,18707,687498,329692,60,100
18,3601,941792,233159,21,100
19,10314,932855,174573,293,0.476190476190482
72,1441,232708,198937,341,100
50,16176,862247,191165,51,34.1863685447501
99,7284,25469,266808,322,100
3,121,310071,396246,143,100
10,14753,810019,56029,141,100
32,2369,200356,235120,130,100
11,10101,880791,86410,188,100
76,10831,173862,94421,143,27.6190476190476
27,2876,566313,129077,167,100
49,3378,110724,274185,6,100
93,18110,716524,151600,241,100
38,5424,887938,286514,269,25.8823353433739
35,16794,935993,106834,353,8.09523809523809
17,11157,14148,345486,212,100
31,14922,625056,183351,303,6.19047619047619
59,6534,504902,364110,231,39.0393954731106
81,11576,155871,342135,131,66.7061150325651
51,4192,335314,95487,64,100
30,11924,243747,167163,227,5.71428571428571
56,18600,632727,164279,239,18.0952380952381
17,1847,846409,112214,158,100
41,14270,431231,29877,271,10.952380952381
32,14490,342690,21294,174,6.66666666666667
13,10929,951476,353429,162,100
67,7875,289422,5873,255,23.3333333333333
3,1160,686500,104567,75,100
93,9879,579201,300552,138,100
22,18689,30576,189808,307,29.8684585526025
27,5418,927802,91386,56,100
35,6509,64466,52979,345,8.09523809523809
53,16284,265010,251719,308,16.6666666666667
97,18346,773397,185667,355,100
8,14909,940396,394254,304,100
30,1045,902420,214149,37,100
56,18140,564490,31426,301,18.0952380952381
11,3934,35026,381252,267,100
93,6734,512713,251502,18,100
34,10907,59278,177437,82,46.3480237251209
23,12084,76909,190098,27,100
23,927,997944,152659,206,100
68,7796,296708,129768,89,39.3201787218802
20,10090,742514,107215,199,0.952380952380963
2,2769,845181,279275,200,100
50,10701,628306,222758,74,100
78,6777,134524,122660,82,46.803017244726
52,4880,613855,142430,17,100
71,12212,236681,43318,185,25.2380952380952
39,10079,227189,251207,183,22.0457497866965
26,3104,87914,45318,283,3.80952380952381
72,1074,44600,4292,343,25.7142857142857
87,11524,230000,165095,348,32.8571428571428
68,11211,353508,326300,37,100
44,15494,833862,297289,257,12.3809523809524
30,969,781707,398893,133,100
36,6745,693050,33208,117,8.57142857142857
80,4436,9215,256985,89,100
19,1225,743178,278308,330,100
99,16399,759869,265816,299,100
99,15632,781073,167097,191,100
49,19422,684684,294285,58,100
63,734,2114,243213,329,100
86,955,294846,321981,84,100
93,5885,807899,191282,2,100
16,4826,261493,374191,328,100
52,18418,980136,90165,175,16.1904761904762
19,2436,983835,360181,171,100
84,1203,618606,19419,32,100
73,1863,55303,307559,102,100
93,4255,811831,124288,233,100
32,2131,880794,75472,281,13.5526199561868
74,9087,341170,345946,291,34.9810953154539
50,276,376737,139677,45,100
81,5269,922305,322594,314,46.2378924179206
30,8414,572937,367203,51,100
16,3556,607472,6371,264,100
34,17828,81787,244504,284,29.8023247842474
59,2160,213529,120173,206,100
71,3152,946042,296429,71,100
39,9601,388116,178916,311,10
23,3153,117097,173242,19,100
54,1499,375243,17677,293,17.1428571428572
69,10122,491193,391526,225,38.2295307031851
92,11696,924348,321548,78,100
23,13970,435570,261512,99,18.0856491698824
40,19794,425119,142063,179,10.4761904761905
60,13593,763782,370961,235,24.6299116798442
34,15730,439385,325177,341,7.61904761904761
77,13445,669635,336849,308,28.0952380952381
97,9696,974463,96178,39,100
92,17023,748138,101261,49,100
26,14609,285689,297619,354,5.14568402330944
42,10630,874426,251047,4,100
4,14169,711235,12704,329,100
88,16808,109258,115657,358,100
40,3379,271136,82523,144,24.1553667866332
3,7190,756211,320141,296,100
32,76,285103,307184,47,100
94,18673,734634,300198,170,100
66,416,38686,24764,173,100
52,12795,378436,237634,107,30.3196973176437
25,2170,156748,138058,37,100
12,17193,567281,284632,31,100
89,1662,377796,132515,274,100
37,14131,442423,160906,203,9.04761904761905
49,3617,985019,314809,81,100
15,8142,683642,146415,293,100
8,5644,798754,284250,115,100
69,7035,229606,320698,210,51.7315771639777
95,2779,171879,354119,220,100
94,11355,161419,346686,285,100
65,5737,26708,112980,66,100
97,15940,241831,151790,336,100
80,1501,677686,302473,231,100
21,17797,323496,49229,151,1.42857142857143
40,10459,903016,83668,44,25.4753139961344
84,13951,752521,43123,92,31.4285714285714
51,14673,688829,280221,300,15.7142857142857
22,8312,603754,90347,23,100
52,710,367107,155288,8,100
40,18705,125281,204451,324,23.3839287606694
23,7315,691753,330334,70,100
64,11931,833692,257080,297,21.9047619047619
5,16142,312765,52534,176,100
57,15583,772812,210655,251,18.5714285714286
81,617,302289,358936,105,100
12,1038,333332,267313,302,100
18,18989,753221,394215,176,100
3,17371,819874,106564,204,100
19,2677,822667,287935,215,100
96,10907,428982,387874,38,100
59,17266,627641,4408,127,19.5238095238095
81,7565,460158,7332,182,30
51,18473,524426,206699,21,100
82,8158,814375,8874,141,30.4761904761905
54,3000,428866,230272,115,100
99,16881,608106,44955,74,100
51,3068,427008,238618,289,100
44,6833,349249,356155,58,100
94,15174,246548,366346,273,100
60,11397,10082,254183,238,52.0111887891794
20,6796,186980,3578,81,0.952380952380963
72,5280,982375,154066,33,100
97,9062,343734,26991,335,100
86,7397,640081,254731,241,42.3867100887566
72,7729,954520,120893,128,31.76972316724
9,3398,664542,2156,134,100
99,8256,251030,328482,290,100
49,13179,615693,20139,247,14.7619047619048
73,19270,149851,355300,245,45.4651736292603
97,2759,862135,280153,120,100
48,7659,375380,13969,138,14.2857142857143
54,19613,502671,230641,244,17.1428571428572
66,11528,105692,127855,50,46.9411964073886
83,12003,171942,332431,229,52.8166976577023
17,10089,955377,194944,1,100
76,3240,178527,135710,170,47.4235326729616
88,10604,766376,148380,108,100
65,12697,660863,269075,78,100
73,12832,425749,352150,258,28.1862545046416
92,1929,997311,324932,68,100
56,17442,299144,128804,71,19.3803431126806
37,2412,222937,382325,62,100
15,10864,122005,108028,90,100
52,4123,892619,126642,35,100
77,7029,890897,336132,291,41.1444866047522
29,13940,479287,119345,318,5.23809523809524
70,16103,862162,207696,129,24.7619047619048
94,6566,256470,25553,1,100
38,18855,239652,139911,139,9.52380952380952
82,15135,351121,124945,151,30.4761904761905
10,19190,405207,393184,295,100
7,17822,328608,303231,126,100
28,18079,708772,93277,166,4.76190476190476
23,17502,258343,160645,31,100
82,15499,930488,334214,11,100
42,4587,273035,327537,75,100
100,9092,850213,45162,195,100
75,19641,919455,325714,243,27.1428571428572
16,1996,372708,327124,204,100
82,18419,283686,309169,20,100
67,18559,109783,252607,47,100
92,13324,520651,223406,241,100
38,8233,65199,215795,233,36.4879962133374
14,11295,379062,399042,247,100
88,1868,193971,97266,224,100
30,1816,677902,278065,62,100
83,16834,581943,56843,31,33.6836466022118
93,16737,643918,158223,314,100
85,6430,782684,324621,152,100
53,15330,621047,134002,173,16.6666666666667
25,11603,214357,249565,146,18.7427056411489
24,3246,742211,386886,45,100
83,10415,786032,317356,6,100
71,18034,688518,192492,343,25.2380952380952
2,2760,204482,107774,133,100
20,19574,255916,146465,10,100
89,18819,508277,62728,6,100
43,13508,397619,138032,346,11.9047619047619
35,797,486695,131057,72,100
